1	3	51657	64099	26012	77348	73632	86047	26824	5577	86534	37882	37094	76683	15375	49859	61693	77695	75604	19469	60327	7700	92131	2026	14694	16557	27058	80186	54545	13917	56949	82774	52271	19345	27044	60247	15214	68496	60992	62346	5149	79425	35309	29846	41100	90915	99022	56757	34178	79952	12405	20476	55769	49190	40526	67911	43420	89297	18643	30765	81810	85040	28301	56677	95599	97840	89247	52855	80990	48675	21045	89129	11328	68759	17249	10931	66971	90835	54263	67041	66909	1620	22168	10069	97352	72748	37038	65346	85901	36546	82053	60869	78100	74742	44900	13121	20369	68042	95829	73852	86209	72207	18804	82200	30081	73512	66483	74150	60210	92763	34730	42666	24721	72333	9324	92454	30174	81007	70180	71757	93492	49290	43954	68177	4371	88604	31419	64649	46993	926	97149	13487	9726	35116	24830	70154	37438	95938	30884	18304	94338	75418	97984	19937	93248	
1	4	19136	4141	86013	98613	86793	91832	61688	53217	33492	61307	85260	28899	51400	42094	38700	56327	87907	16177	46533	97551	54036	15242	39202	22104	75816	69800	2888	22618	21006	51445	29972	21301	93915	5809	41850	82587	95854	19310	65962	43139	9233	65368	84450	4728	96273	43045	96305	37031	31731	72253	6154	17345	87265	9305	84115	5455	12656	34715	53962	40827	91019	29403	31393	18447	77171	30513	90434	31028	29344	56328	14273	33981	87010	37590	14142	90717	69317	74544	10628	72899	32881	48703	29528	8843	47157	87849	9178	1364	66749	77853	99384	96118	3857	65942	11389	65917	44462	64618	74983	76582	25092	28081	66476	23834	66247	28611	67331	56798	3400	98432	90199	52320	28572	78337	49417	9850	47850	56251	17128	18376	10542	98085	67749	71666	39561	87415	98703	68440	33456	36174	38490	60902	75815	7938	16716	30880	87543	87279	49995	78000	90821	52569	73865	
1	5	2464	1903	35764	69314	21931	18356	5463	80000	7817	92835	37061	35086	7831	29300	2972	6929	23535	9968	2510	13706	57178	51871	39419	57654	20903	85725	54636	67085	93909	37157	46565	53693	98244	60535	64110	57880	66582	16238	55623	16093	41210	42305	47786	79879	23851	71106	75152	66461	38666	57791	85144	22052	77616	54346	57779	5731	21951	47407	44468	8925	39983	78357	56959	22177	65039	99858	20679	13956	17450	20760	43330	94804	17750	96384	59459	26031	15759	92704	2397	50190	95556	14699	94311	74437	51145	16540	81943	15093	66113	84047	8403	77196	74459	8356	50509	60312	96891	97553	47152	6442	62367	27597	89565	73575	88948	13637	57470	17081	62923	28023	50958	70737	21194	82559	58035	54157	51347	4053	42722	95016	20736	39022	23150	76540	67102	65104	23817	85388	43862	82033	81976	88874	6202	40990	24095	30502	66620	18328	41268	3381	56201	66511	95612	
1	6	54712	26429	62272	45730	89652	32266	93310	19562	17111	25541	47390	45846	86903	83042	56682	53938	74280	31166	72129	71716	44213	81522	49659	74284	32246	71120	6972	45123	7126	70712	49590	1316	6425	9812	19435	81884	18007	86981	64816	39906	19894	49360	13674	27342	8667	78323	89729	5007	95745	20263	17395	37656	50843	4870	11737	13246	92510	68131	72838	31396	87748	77668	5531	30130	60961	88320	15355	28485	83877	62239	89038	86446	93134	78724	8511	65733	84412	30059	15411	79195	40646	57550	66036	88069	41645	86362	99875	1729	98380	35268	65586	95292	44253	71340	38697	16769	3975	46896	10519	23874	99552	7299	63150	67232	5814	31953	11775	80890	5241	58894	58388	61672	46411	43869	47758	31063	13276	7153	35694	77462	45874	69130	61335	23357	73477	38552	32973	10926	78535	57071	27959	93219	66336	63941	92730	16543	29740	95703	3949	84892	99490	8895	5344	
2	0	48299	15224	91494	18268	94199	68331	78438	43061	45513	16281	88573	78928	48380	37538	52255	9286	79695	17044	70494	90015	52248	82723	67482	17253	57477	31608	97779	33503	96308	95786	52229	92005	15538	39885	7720	35873	31852	88620	99507	94703	57833	22164	51839	22017	94936	62773	78629	82219	95142	84584	21679	65622	30497	91913	14359	68975	3307	46170	26393	23617	53784	47460	29146	17654	82417	32210	62328	56056	56217	75110	19940	73829	48719	15240	32	62660	3121	59773	25128	84138	42523	96690	43816	20351	4848	24592	4765	33678	76726	5780	42099	7960	6513	70540	59323	48772	95735	70220	51181	46214	61499	84961	81166	32571	27747	36568	81208	67705	64004	55926	21635	59414	82626	28277	25407	69319	51157	7097	17292	63794	62361	1518	63350	78243	63854	25010	20112	71193	66826	9181	13443	8882	66742	46477	15296	13194	69235	11850	66890	70994	96784	31401	93420	
2	1	34660	31930	17534	44202	43172	92936	89007	33796	25212	18944	94319	82681	43274	34530	9608	30280	66647	37522	13758	73667	77342	37790	56853	75412	98813	5859	50557	36702	73129	98162	17422	25286	4702	25705	49124	22461	69592	92028	27519	60017	77288	37042	86377	21050	21184	38103	9928	32991	8644	59959	92570	79387	59777	98563	37553	27300	55022	57725	29198	25507	16747	7211	21364	59610	83904	34859	33906	46363	47581	7954	70411	27940	77263	34460	411	56887	44352	87094	27285	4758	83199	20054	86303	61145	62631	56190	83133	61600	95247	87508	40072	50751	20691	6554	1555	79694	8315	62825	79606	97120	85189	50532	25865	77515	92037	58228	82667	26300	25375	40506	71238	98449	81609	87809	76059	84467	2117	10988	24008	2590	97319	74084	17797	99142	81543	5908	9408	13672	61778	93922	83926	33343	67847	79497	43720	66579	31725	35689	10479	31669	77552	69230	97678	
2	2	42693	53523	21323	65686	9732	21466	85588	42333	19647	40123	49708	60561	3974	3620	47322	64712	79928	50722	4740	43786	29582	32522	63411	83130	79759	13989	63738	8422	41489	37399	60698	51299	27997	29307	93390	78422	63882	61224	97159	92285	65050	97684	59099	41402	39091	41609	32623	63818	63353	67019	58333	11863	64297	5252	26992	51084	48407	35055	13329	14045	66438	2334	55484	30195	49001	166	64057	55156	18623	12550	87985	59	38347	93080	22636	92167	14009	22566	63704	32174	29353	5406	64884	83856	24424	97470	93098	11847	29206	65602	95450	40272	66470	87498	20379	37403	86244	26357	67928	13929	33307	10728	35352	86873	11383	18262	8715	52216	16797	6403	31491	63946	8071	79590	76051	61251	89603	3847	1096	83665	95441	54773	96646	33140	43445	49237	15036	40180	42621	92213	15217	15659	62344	70788	66860	40196	48194	42592	49096	11437	7108	5351	52956	
2	3	69063	63415	9052	23241	19549	51315	8623	52077	54715	57435	69788	92884	62374	97086	97078	90834	77830	53052	63903	15583	9914	59782	71277	99898	69472	75947	47976	11879	46722	3719	72271	16793	18400	91609	6813	58257	92514	82049	18698	6601	43453	43812	94407	80976	99819	25190	10196	70825	64672	47399	20674	32802	248	90922	80301	57395	72143	94904	93961	95576	31634	14380	8744	77521	5521	97279	22008	9207	16017	67622	11084	17969	24904	8890	61761	11893	95221	50601	41496	55017	13914	33743	65305	72125	80194	97639	30526	56206	92162	48969	49973	75209	35145	72227	71725	41149	59273	46959	11866	5313	2565	48523	71599	26550	63110	42552	45211	292	44556	16649	86772	54776	21161	19743	50505	12183	16416	53914	33245	99884	90473	56469	50853	59198	7019	9114	33831	37624	56501	2007	4322	51855	18607	5089	73371	65243	65757	19275	66427	6453	91223	36172	59359	
2	4	37587	91614	57581	24951	30380	33208	81498	62397	84295	84176	42145	24945	76345	50385	75572	21155	59701	26885	75059	39066	1177	58729	79049	69375	6011	94124	33138	88735	47003	18967	42661	79932	32253	39470	24085	26898	4750	69796	55659	55455	62919	73849	26552	51749	97809	35464	57440	35870	97750	19051	23433	59045	9896	11637	44536	35243	11493	56014	46296	59422	93064	55611	11577	22641	88887	7067	89977	96089	69601	98327	7322	44129	92276	30187	34635	35215	8555	3189	8654	31488	10842	8004	28487	44775	17206	86566	80751	87565	98019	19782	34769	76570	60948	9249	17617	82553	6157	69170	89491	44559	87582	1458	29845	65079	50198	34919	17148	39555	50265	18930	41608	83399	85447	81104	31871	94932	62604	15422	89412	10308	21078	34259	66895	57935	80773	64271	3127	23427	59155	1429	19458	98325	55612	74358	87523	8957	21017	80980	67268	75881	21067	952	18619	
2	5	80206	9062	32004	933	82284	36236	33002	86832	1506	55163	69490	63368	35690	23974	80261	61796	5418	39786	48434	19228	57909	66903	98560	73022	89579	40327	49834	66703	35418	614	63790	15383	15032	12142	13264	48416	89509	40719	16999	43936	14593	86359	97567	36286	33350	23392	7158	71624	24236	24346	29753	36008	70541	54338	81018	35563	17578	58867	53130	98057	90836	21696	72528	48844	43614	56368	34512	18572	99977	20014	52557	73765	49127	340	2730	15541	29610	15845	46790	3817	53959	26161	38780	35859	43671	1864	30209	90104	96990	71446	97490	58799	84238	41503	1166	75508	80431	81578	39440	29103	50236	74117	91391	3228	75242	24370	70015	80120	70866	13081	83389	52233	6645	82271	49019	67501	73863	25547	67390	43202	45736	38190	61059	58785	70486	50471	5021	95595	86333	72408	79305	2973	68908	80064	67947	7645	43871	37129	55024	43768	25218	84860	38561	
2	6	94462	43193	68666	69251	73666	13656	70594	98561	65568	43207	67658	96071	11633	61140	6381	16142	96968	95896	99057	48653	59652	57259	76034	35629	42037	25721	44034	88675	2545	17785	65449	72309	69481	97021	36453	85118	16839	69957	50174	50484	84623	78875	75066	8223	92229	25428	92675	95109	90479	46714	84453	3363	81564	56784	68361	54686	42292	43804	40416	28676	22434	66729	6235	49902	47687	54741	85844	33613	96713	16997	41155	70595	75475	78785	68483	42418	57090	12705	47953	5448	39272	46008	16272	91650	42668	14383	45202	29359	44994	5290	23567	46	73265	88947	33338	93933	24162	58998	10643	59393	3940	63097	89685	75924	21136	24113	70202	75831	38963	23711	55603	86863	42361	39491	67949	92145	36358	62078	69228	37926	90944	60217	13698	91734	15231	71485	9298	98569	51023	93562	47654	41794	44052	38722	84031	88791	78353	29232	69691	76098	18330	64927	52061	
3	0	91866	15343	32453	50984	28831	5721	95750	84933	67163	66759	30728	61594	99392	54664	77954	68834	85721	2058	79239	87923	59528	82711	46979	77157	94441	33424	99444	39431	85506	94995	58309	64559	70364	58762	59913	7049	30189	55468	59408	81348	13275	3717	7947	173	1638	31952	55859	79476	29562	49416	33120	1324	54379	97601	43326	77649	3096	49925	92146	66018	15910	41875	58994	79276	18857	63565	19892	84967	77910	66910	67863	51549	43569	36717	13334	9444	13182	36768	16824	46733	25012	22766	52860	7318	18993	85917	65682	98858	29611	63221	74671	97956	71618	5178	47425	91386	94790	97712	19470	72441	85845	34982	23071	45113	74608	51885	7950	11281	4472	55779	57785	10700	95466	41679	53863	81324	9029	54220	21422	40458	16978	46273	38410	61411	69658	19649	21811	67462	38429	53215	15637	52825	58955	27760	51151	28908	4673	61699	72018	54848	35469	57832	50512	
3	1	98409	59062	30290	82630	21952	5581	44680	89745	58907	39935	59514	91761	93365	26626	61160	95631	33361	85079	51189	86310	25739	44310	97703	8200	62369	95817	11360	6277	91361	40928	36282	23467	10323	26281	56256	9827	12561	61580	42720	21916	20012	62917	19274	23713	40134	39292	92178	47549	29702	29058	29417	2834	72686	20060	85691	67604	67908	91285	84846	4591	22048	54675	90956	88050	60276	49419	87063	24656	54069	84545	79437	8520	54039	66055	1481	21962	73606	28166	42337	6559	22152	28027	28102	28457	66599	30905	76664	9172	68809	14841	2281	41984	71293	69214	92789	81313	51949	93198	80564	67015	93446	45935	4431	48374	52416	92648	93555	94092	36483	75109	2627	54473	46715	94127	27737	70444	70340	30543	63578	32595	15066	27732	30164	28107	7229	7125	93781	91779	71141	79765	53972	65986	8936	19841	37754	90303	82680	61507	5202	56099	96304	5039	44593	
3	2	38029	67659	46412	25066	13634	9964	93015	18524	19680	71990	2823	12605	65432	62816	76388	1492	58575	15359	57423	57928	72161	81131	93845	60497	9254	36317	72680	18693	56480	68785	70333	74832	23437	91707	96706	13062	82506	65219	75762	86798	92808	10251	49571	40906	88228	87418	7328	46751	13524	40132	33885	85884	29975	62932	75077	37771	9353	94906	75946	75662	45293	95991	11939	16119	39826	83940	28268	78037	20179	51331	68749	67829	48249	38748	61715	1867	45093	30920	39404	93379	93693	2146	85753	62142	76336	73049	91055	54318	88218	51358	15913	23994	72222	71037	33669	69803	23887	19432	32640	30777	34689	66776	20018	75001	93038	84183	30956	27713	61702	71982	9665	82095	71852	29798	95136	6449	50780	44801	71813	38392	79677	8885	56388	22843	10577	98983	20265	69518	97963	32262	45972	67855	98962	89319	17132	43005	79340	85952	44006	37564	37546	76657	36973	
3	3	30405	98661	67068	8932	50014	3069	30662	42659	3792	46482	42347	66363	9709	31036	39689	10139	33468	38985	88988	42407	64747	90485	79995	26852	28994	85278	22174	81550	27974	39455	15857	85863	61107	22687	72169	85250	5379	19313	28712	26200	68669	79061	36584	11732	74190	14788	53829	91354	50250	66946	30856	60002	50975	46855	20699	10679	34573	59511	65084	11119	16088	19891	28257	83811	7478	57156	70160	98015	23549	17746	17436	56584	72183	89672	80276	12485	76076	1402	22358	63143	93585	82974	79652	84515	90035	70422	44259	79177	80095	8001	18445	84049	65795	31925	93669	87998	16853	38156	22450	47488	87277	3946	25750	99709	20050	61562	69158	81569	36664	99996	47381	90360	6013	41074	54797	378	98369	70844	69381	82928	29748	16317	58950	51308	33458	36935	8119	27867	69828	82150	71656	44658	9944	56167	8803	35432	52686	97952	92406	27682	44447	61776	7182	
3	4	44412	88893	90933	23534	55704	74696	18307	56751	4183	479	86354	55723	86170	16221	9437	59784	22117	36271	13157	5492	54952	97714	53323	60382	12301	11088	92847	60860	24927	37614	89301	69522	27033	56355	38452	73158	16202	36766	4285	43793	59496	23232	44569	49681	10105	79333	82573	64566	97109	34198	55473	42465	11762	16520	41254	25608	96924	20571	81436	67766	76812	57116	64782	47568	59252	79364	55113	29262	45868	5958	97166	40698	95978	89379	84693	25472	55931	63256	74265	3355	45273	70029	39457	11056	17025	33728	60034	71078	3816	8959	62212	47724	4098	57312	37110	62678	50153	79530	59581	47038	89417	54272	80277	78312	5541	52261	89493	82138	90374	63314	47747	6826	18464	55912	16362	71076	82369	11448	67753	22121	30982	36499	71483	90185	43090	44896	97526	54996	22900	2694	764	64253	37249	62641	21457	30649	78622	91242	77831	98475	8544	20165	34295	
3	5	22108	24941	59887	13749	27221	89332	76905	33265	69206	20197	56323	96834	34099	62892	92349	17706	30141	6123	5508	21882	39890	60139	26897	75265	8344	76548	86203	74568	88481	67550	60993	78660	9024	59793	92829	11185	62139	67179	16103	68117	24557	24831	31284	70839	88602	90040	46158	41938	2042	81093	42187	44427	61168	11287	10471	97802	45135	66958	81896	98764	95870	35136	70851	59233	30516	10762	98550	43833	11310	44159	28416	22068	28263	40099	84430	27053	66678	79181	30524	88085	30012	98689	48627	23942	94877	24367	40494	64455	21760	30848	43656	54043	87816	82583	30862	9086	20358	990	28175	21122	20500	1377	95992	25102	19161	40787	35608	47177	97072	37037	18968	13427	69868	53422	82967	6289	85625	18935	61159	42208	24976	75456	76476	94234	55870	18766	2659	1762	49807	76569	75948	24504	44596	96963	60305	29330	73274	56818	40087	98350	93520	93140	59961	
3	6	46355	25940	14848	67339	4681	92093	71055	22416	94104	13355	23768	92897	85921	41574	72444	91646	42980	66242	69966	8127	44538	31828	97292	25901	27924	29122	88056	81600	14248	80784	67379	30929	76202	68987	78871	51506	29128	62408	83176	5896	85123	7486	34712	12583	74992	43201	80898	81264	94001	74081	69459	32535	54525	50404	30545	51668	40734	69565	81169	38937	68142	74018	1780	30441	30016	34379	59061	43602	23750	32231	61749	66424	20863	96091	56906	70992	21226	53214	54291	99504	61611	62266	38989	26846	56790	75882	56072	28371	28188	42055	1476	58740	40356	44930	54843	30631	90706	17805	8418	7364	38837	20512	99989	24376	93435	94212	88560	31826	63957	20638	37005	57611	77195	82899	36789	59723	31589	97435	7387	45209	78984	83724	93277	1373	34014	39166	85318	90610	62717	78022	14011	44754	46403	43362	58599	33331	16724	32049	57030	59225	35311	74808	64214	
4	0	35037	2835	1926	2755	83000	32946	86992	36125	4324	22187	83487	91642	98226	16189	21097	77602	29416	12186	31492	64060	51898	22818	97876	5476	24575	66017	83520	53997	87678	58004	42769	59504	4315	42945	38409	45274	31479	35335	39810	6739	74760	13432	86559	9947	5560	16730	28774	4157	31441	61025	57141	29401	77420	4408	34181	93281	13091	75590	5069	74065	84803	98966	79882	50866	50210	58185	65262	26372	61072	28155	57545	97136	6241	73720	17257	81035	25273	12312	45992	7524	57528	365	23403	61404	93159	36525	66666	6467	14704	72001	92446	79414	4946	85014	98117	39468	21182	41117	29963	77756	93941	47332	70892	34040	45883	87752	31450	7793	73044	41252	47246	64260	69191	89022	88816	26033	97040	53667	24416	70189	45038	65348	55486	15925	43466	17479	68558	46282	72366	43478	32043	77687	41762	54588	60804	42216	89077	32061	48452	13550	80587	69821	30522	
4	1	72628	55203	33697	89741	60479	15130	66140	67782	73572	62203	63469	90369	53947	8484	96086	83969	35955	10468	3487	38749	62794	78118	77652	64804	91159	3428	69	80869	48351	14080	77908	6531	97881	17336	85000	54504	34221	84920	731	24774	52813	57648	58815	77466	80470	32564	64022	35232	32661	10182	71004	95217	20089	52947	44409	81420	73835	83797	46077	55318	56832	39822	53009	37852	8858	39057	37635	60454	78957	60835	35103	9440	90417	49006	45817	74131	39111	58346	57530	70470	82253	77438	12696	45094	75531	52757	14623	62277	12965	95648	10882	86482	34807	26665	86983	51241	74935	16125	70339	23988	28925	79318	40117	90068	13639	83872	38423	37474	2810	82027	29686	45226	91738	6557	98729	4013	17139	70608	88876	14886	19203	48113	44578	17837	4721	17857	46427	94928	6705	12395	60763	86864	5227	30233	19402	39775	49354	90326	25318	54158	39106	44060	54608	
4	2	46301	16298	55622	97760	67194	78352	91325	22242	46160	37954	29356	33532	84423	85916	47107	75308	5147	12102	50683	78614	21803	11556	71461	91342	25106	7543	66970	82584	55543	71385	64095	68049	10157	86190	48545	60083	54506	24591	38467	98631	9973	86937	74940	72577	52915	27378	30804	24581	37322	42321	26712	20970	52435	40438	29089	46547	81254	90927	56321	30329	52014	81399	40807	58890	71012	62226	22053	70635	6563	82613	930	29377	19266	97497	91024	87230	98116	17110	89310	32872	59726	28741	42977	79703	28004	94653	16277	81180	67016	5248	13670	34145	74224	1627	91590	60926	67515	19708	2946	3314	63561	55570	97938	38440	68652	40753	87776	9853	43046	78626	94299	2719	10009	63283	93677	26644	10439	13314	33312	31557	21956	4879	18183	20300	61340	41500	43210	80287	27746	44142	40249	46846	87507	26641	76653	35395	36264	10803	93707	18587	29000	63521	72949	
4	3	9780	8405	84180	88683	27154	44039	61064	93001	68688	64213	62214	18861	75466	85368	47810	58191	96810	89304	93393	3619	24826	41853	90372	38624	27295	45469	61963	92755	60476	40289	82997	98758	78120	62560	2227	2298	32072	99517	75044	6901	17928	91002	13338	30936	78426	25906	96290	78816	81465	38084	50566	54368	77882	35321	66087	51774	12558	84935	80855	73327	41123	53189	80993	52194	15909	92359	54213	67679	21411	58255	55616	81510	47650	58162	15767	32413	88479	94229	46969	34989	32651	56241	87281	23522	94899	71667	83772	11357	19675	41145	41321	43408	15626	55147	61273	25211	43028	27313	93259	60437	84477	74628	40836	29475	95367	14767	10727	37433	86726	19618	16734	98229	6975	80859	32713	94852	40047	36668	54202	30799	13083	54154	74427	97401	78577	46149	25015	83703	80941	1470	28932	66650	27403	42028	97493	81871	20260	44400	36769	72682	53486	94768	29419	
